,index,date,time,tweet,language,parse,Category
344,344,26/02/2022,19:04:49,pretty sure one ability lead us wwiii since likely global outcome,en,pretty sure one ability lead us wwiii since likely global outcome,_
345,345,26/02/2022,19:04:34,following news ukraine ukraineunderattack russianinvasion ukrainerussia nato biden joebiden russiaukrainecrisis ucraina ukraine worldwar3 wwiii,en,following news ukraine ukraineunderattack russianinvasion ukrainerussia nato biden joebiden russiaukrainecrisis ucraina ukraine worldwar3 wwiii,_
346,346,26/02/2022,19:02:32,"kaylafatula zelensky falls, going haunt putin like obiwan kenobi haunted darth vader ukraineunderattack russianinvasion ukrainerussia nato biden joebiden russiaukrainecrisis ucraina ukraine worldwar3 wwiii",en,"kaylafatula zelensky falls, going haunt putin like obiwan kenobi haunted darth vader ukraineunderattack russianinvasion ukrainerussia nato biden joebiden russiaukrainecrisis ucraina ukraine worldwar3 wwiii",_
347,347,26/02/2022,19:01:59,world really undermine putin hes preparing war 8 long years hes playing chess 10 steps ahead eu us ukraine wwiii ukrainerussia ukrainian,en,world really undermine putin hes preparing war 8 long years hes playing chess 10 steps ahead eu us ukraine wwiii ukrainerussia ukrainian,_
348,348,26/02/2022,18:58:56,understand got love wwiii ukrainerussia besafe,en,understand got love wwiii ukrainerussia besafe,_
349,349,26/02/2022,18:55:52,starting feel bit wwiiiish back ukraine defending peace democracy success change world cant let stand alone wwiii russia ukrainerussia slavaukraini slavaukraine,en,starting feel bit wwiiiish back ukraine defending peace democracy success change world cant let stand alone wwiii russia ukrainerussia slavaukraini slavaukraine,_
350,350,26/02/2022,18:55:21,jamesaalongman oh hell wwiii,en,jamesaalongman oh hell wwiii,_
351,351,26/02/2022,18:53:15,🙏🏽🇺🇦 unarmed ukrainian civilians ichnya peacefully repel russian armored column ukraine ukrainerussia ukraineinvasion ukrainerussiacrisis ukraineunderattack worldwar3 worldwariii wwiii,en,🙏🏽🇺🇦 unarmed ukrainian civilians ichnya peacefully repel russian armored column ukraine ukrainerussia ukraineinvasion ukrainerussiacrisis ukraineunderattack worldwar3 worldwariii wwiii,_
352,352,26/02/2022,18:52:26,covid19 bill gates getting us read wwiii first managed war games presenting marketing tedtalks 🙄opportunistic,en,covid19 bill gates getting us read wwiii first managed war games presenting marketing tedtalks 🙄opportunistic,_
353,353,26/02/2022,18:52:09,hope many lives saved💝 nowar ukrine wwiii,en,hope many lives saved💝 nowar ukrine wwiii,_
354,354,26/02/2022,18:51:30,"transborder relations, permanent friends permanent enemies even permanent borders permanent interests everything done secure interests"" chanakya wwiii russiaukrainewar",en,"transborder relations, permanent friends permanent enemies even permanent borders permanent interests everything done secure interests"" chanakya wwiii russiaukrainewar",_
355,355,26/02/2022,18:51:17,"scenes anxiety, farewell, love … come home sure putin worldwar3 nato wwiii kiev ukraine ucrania chernobyl ucrania rusia",en,"scenes anxiety, farewell, love … come home sure putin worldwar3 nato wwiii kiev ukraine ucrania chernobyl ucrania rusia",_
356,356,26/02/2022,18:51:10,snb19692 trussliz literally standing ukraine 🇺🇦 flag took standwithukriane literally wwiii lizztruss photooftheday,en,snb19692 trussliz literally standing ukraine 🇺🇦 flag took standwithukriane literally wwiii lizztruss photooftheday,_
357,357,26/02/2022,18:48:20,ik meme isnt justified situation got 💀💀 ww ww3 wwiii russiaukrainewar,en,ik meme isnt justified situation got 💀💀 ww ww3 wwiii russiaukrainewar,_
358,358,26/02/2022,18:46:47,greed made many people wild history still wwiii warinukraine corruption,en,greed made many people wild history still wwiii warinukraine corruption,_
359,359,26/02/2022,18:46:35,28 greece 🇬🇷 pick next mmatwitter wwiii draft,en,28 greece 🇬🇷 pick next mmatwitter wwiii draft,_
360,360,26/02/2022,18:45:23,world needs captain planet times ukraineinvasion ukrainewar wwiii,en,world needs captain planet times ukraineinvasion ukrainewar wwiii,_
361,361,26/02/2022,18:44:42,sanctions part need ally boots yhe ground help ukrainian people stop putin sendnatotoukraine stopputin ukrainecrisis ukrainians defeatputin worldwar3 wwiii,en,sanctions part need ally boots yhe ground help ukrainian people stop putin sendnatotoukraine stopputin ukrainecrisis ukrainians defeatputin worldwar3 wwiii,_
362,362,26/02/2022,18:44:05,"think it, havent seen single kam post woman right post, yall wwiii",en,"think it, havent seen single kam post woman right post, yall wwiii",_
363,363,26/02/2022,18:42:28,cathynewman conversation sarahbaxterstm timesradio drive possible flash points nato country borders russia takes kyiv administration could nuclear escalation corridors theatre war eyeball eyeball wwiii,en,cathynewman conversation sarahbaxterstm timesradio drive possible flash points nato country borders russia takes kyiv administration could nuclear escalation corridors theatre war eyeball eyeball wwiii,_
364,364,26/02/2022,18:42:20,independent army 📈 wwiii,en,independent army 📈 wwiii,_
365,365,26/02/2022,18:40:26,"""roll cameras action"" proukraine outlets use fake scenes sell antirussia propaganda social media ww3 kyiv russianarmy russiaukrainecrisis putin wwiii propaganda worldwariii zelenskyy",en,"""roll cameras action"" proukraine outlets use fake scenes sell antirussia propaganda social media ww3 kyiv russianarmy russiaukrainecrisis putin wwiii propaganda worldwariii zelenskyy",_
366,366,26/02/2022,18:40:04,mexico 🇲🇽 traded ww4 draft pick draft pick mmatwitter wwiii decided pick andrpsl 27 congratulations amy good luck 👍 mexico ineligible pick ww4,en,mexico 🇲🇽 traded ww4 draft pick draft pick mmatwitter wwiii decided pick andrpsl 27 congratulations amy good luck 👍 mexico ineligible pick ww4,_
367,367,26/02/2022,18:38:40,things happen tonight wwiii,en,things happen tonight wwiii,_
368,368,26/02/2022,18:38:36,korea fired missile japan world rotting inside wwiii,en,korea fired missile japan world rotting inside wwiii,_
369,369,26/02/2022,18:38:25,kim jongun wants wwiii action please get trump back,en,kim jongun wants wwiii action please get trump back,_
370,370,26/02/2022,18:35:45,congratulations joshthrashmetal selected 26 portugal 🇵🇹 mmatwitter wwiii draft ‼️ good luck tell cristiano messi better 💯,en,congratulations joshthrashmetal selected 26 portugal 🇵🇹 mmatwitter wwiii draft ‼️ good luck tell cristiano messi better 💯,_
371,371,26/02/2022,18:34:10,worldwariii happening soon wouldnt surprised lot people conscience today even defending lies twisting truth morally upright people officially rare god help us wwiii ukrainerussiawar revelation,en,worldwariii happening soon wouldnt surprised lot people conscience today even defending lies twisting truth morally upright people officially rare god help us wwiii ukrainerussiawar revelation,_
372,372,26/02/2022,18:31:32,"russian state television rt chyron screen text reads ""russian defense ministry threat civilians ukraine"" stoprussia stopputin wwiii",en,"russian state television rt chyron screen text reads ""russian defense ministry threat civilians ukraine"" stoprussia stopputin wwiii",_
373,373,26/02/2022,18:30:01,"sky kyiv , kiev ukraine russia nato usa breakingnews news wwiii",en,"sky kyiv , kiev ukraine russia nato usa breakingnews news wwiii",_
374,374,26/02/2022,18:29:09,"russian state television rt chyrons screen text reads ""putin occupy ukraine"" stoprussia wwiii",en,"russian state television rt chyrons screen text reads ""putin occupy ukraine"" stoprussia wwiii",_
375,375,26/02/2022,18:28:57,slept making meme wwiii wakes junaid jamshed's concert wwiii,en,slept making meme wwiii wakes junaid jamshed's concert wwiii,_
376,376,26/02/2022,18:27:01,"dont let wwiii distract fact lildurk album sitting 3 2 songs, one country song lol",en,"dont let wwiii distract fact lildurk album sitting 3 2 songs, one country song lol",_
377,377,26/02/2022,18:26:19,survivor ww3 22wordstory wwiii worldwar3,en,survivor ww3 22wordstory wwiii worldwar3,_
378,378,26/02/2022,18:25:25,keto wwiii,en,keto wwiii,_
379,379,26/02/2022,18:24:42,wonderwhat would happen nato get involved ukrainewar would wwiii china goes tawain would prevent china involvement going tawain cnnnewsroom,en,wonderwhat would happen nato get involved ukrainewar would wwiii china goes tawain would prevent china involvement going tawain cnnnewsroom,_
380,380,26/02/2022,18:23:47,pritipatel davidlammy pritipatel parents given refuge uk yet apply visa requirements ukraine citizens fleeing lives please give refuge waive visa requirement visasforukrainians pritipatel wwiii,en,pritipatel davidlammy pritipatel parents given refuge uk yet apply visa requirements ukraine citizens fleeing lives please give refuge waive visa requirement visasforukrainians pritipatel wwiii,_
381,381,26/02/2022,18:23:17,est wwiii,en,est wwiii,_
382,382,26/02/2022,18:22:02,us didnt take action potus kim kim acted also act tw someones thoughts wwiii,en,us didnt take action potus kim kim acted also act tw someones thoughts wwiii,_
383,383,26/02/2022,18:20:57,🔴breaking ‼️— show support serbs russia ever heard bosnian massacregenocide bosniagenocide bosnianmassacre russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii,en,🔴breaking ‼️— show support serbs russia ever heard bosnian massacregenocide bosniagenocide bosnianmassacre russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii,_
384,384,26/02/2022,18:18:04,"ukraine enduring 1st war started century fascism, covid19 pandemic less come back 20th century forgiven history, rinse repeat there's world war palestine wwiii ukraine ukrainerussiawar zelenskiy putinunhinged",en,"ukraine enduring 1st war started century fascism, covid19 pandemic less come back 20th century forgiven history, rinse repeat there's world war palestine wwiii ukraine ukrainerussiawar zelenskiy putinunhinged",_
385,385,26/02/2022,18:17:55,"huge explosion kharkiv ukraine , russia breaking news kyiv kiev worldwar3 wwiii news ukraineunderattack",en,"huge explosion kharkiv ukraine , russia breaking news kyiv kiev worldwar3 wwiii news ukraineunderattack",_
386,386,26/02/2022,18:17:54,"oh, goodie north koreans ballistic missile launches, chinese eyeing taiwan, putinisawarcriminal bombing residents kyiv seems taiwanisnext korea kyivunderattack trending reason wwiii ww3",en,"oh, goodie north koreans ballistic missile launches, chinese eyeing taiwan, putinisawarcriminal bombing residents kyiv seems taiwanisnext korea kyivunderattack trending reason wwiii ww3",_
387,387,26/02/2022,18:17:40,pritipatel pritipatel gaslighting davidlammy ukraine citizens flee lives face torylies wwiii visasforukrainians,en,pritipatel pritipatel gaslighting davidlammy ukraine citizens flee lives face torylies wwiii visasforukrainians,_
388,388,26/02/2022,18:17:25,truly sad ukraine pic breaks heart russianarmy ukraineinvasion wwiii,en,truly sad ukraine pic breaks heart russianarmy ukraineinvasion wwiii,_
389,389,26/02/2022,18:16:24,"ukraine soldiers capture russian commander, confesses putins evil plans video english translation watch ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",en,"ukraine soldiers capture russian commander, confesses putins evil plans video english translation watch ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",_
390,390,26/02/2022,18:16:21,"putin started wwiii anything else big fat lie whole bloody world needs wake brave ukrainians zelensky frontline democracy vs russia, china, iran, india, pakistan, north korea, venezuela others wake wwiii saveukraine",en,"putin started wwiii anything else big fat lie whole bloody world needs wake brave ukrainians zelensky frontline democracy vs russia, china, iran, india, pakistan, north korea, venezuela others wake wwiii saveukraine",_
391,391,26/02/2022,18:14:11,celsaucedo iaponomarenko therell different scenarios upcoming five days… ukraineinvasion wwiii,en,celsaucedo iaponomarenko therell different scenarios upcoming five days… ukraineinvasion wwiii,_
392,392,26/02/2022,18:14:07,like true wwiii russiaukrainewar,en,like true wwiii russiaukrainewar,_
393,393,26/02/2022,18:13:02,pritipatel misinforms deliberately misinterpreting davidlammys concern uk visa restrictions ukraine citizens fleeing war wwiii pritipatel visasforukrainians inhumane,en,pritipatel misinforms deliberately misinterpreting davidlammys concern uk visa restrictions ukraine citizens fleeing war wwiii pritipatel visasforukrainians inhumane,_
394,394,26/02/2022,18:12:12,russian abandoned equipment nato ukraine russiaukraineconflict russia wwiii ww3,en,russian abandoned equipment nato ukraine russiaukraineconflict russia wwiii ww3,_
395,395,26/02/2022,18:11:23,heroes simple last days done ukraine lives stake world leaders combined open eyes millions hopefully mean start revolution could possibly prevent wwiii,en,heroes simple last days done ukraine lives stake world leaders combined open eyes millions hopefully mean start revolution could possibly prevent wwiii,_
396,396,26/02/2022,18:10:57,"carl felton, turned 96 years old, received french legion honor, highest honor awarded france, role dday retake nazioccupied nation 1944 wwiii veterans",en,"carl felton, turned 96 years old, received french legion honor, highest honor awarded france, role dday retake nazioccupied nation 1944 wwiii veterans",_
397,397,26/02/2022,18:10:20,"kremlinrussia_e yall proud look u made millions innocent people, womans, children without scruple decided change peoples lifes hell ukraina putinhitler wwiii russiaukraineconflict",en,"kremlinrussia_e yall proud look u made millions innocent people, womans, children without scruple decided change peoples lifes hell ukraina putinhitler wwiii russiaukraineconflict",_
398,398,26/02/2022,18:07:46,true example lead war russian russianarmy wwiii ww3,en,true example lead war russian russianarmy wwiii ww3,_
399,399,26/02/2022,18:07:25,"oh fuck, north korea china putin causing domino effect wwiii worldwarlll putinisawarcriminal",en,"oh fuck, north korea china putin causing domino effect wwiii worldwarlll putinisawarcriminal",_
400,400,26/02/2022,18:06:47,"implore politics parties press pause scoring cheap politics points, work standwithukriane prevent wwiii time lead whether r, world looking us",en,"implore politics parties press pause scoring cheap politics points, work standwithukriane prevent wwiii time lead whether r, world looking us",_
401,401,26/02/2022,18:05:26,"""there never bad peace good war"" ukraine x russia russia ukrainewar russiaukrainewar syria palestine ukraina wwiii zelensky ukraineinvasion",en,"""there never bad peace good war"" ukraine x russia russia ukrainewar russiaukrainewar syria palestine ukraina wwiii zelensky ukraineinvasion",_
402,402,26/02/2022,18:05:25,fuck going wwiii,en,fuck going wwiii,_
403,403,26/02/2022,18:04:45,"im really sick people know ukraine trying get clout situation tweets like 👇 hear bombs family afraid, pray us, like tweet fuck 🖕 nfts nft crypto ukraine wwiii russiaukrainewar nftcommunity",en,"im really sick people know ukraine trying get clout situation tweets like 👇 hear bombs family afraid, pray us, like tweet fuck 🖕 nfts nft crypto ukraine wwiii russiaukrainewar nftcommunity",_
404,404,26/02/2022,18:02:36,"ukrainewar wwiii dickmorris legal scholar many years ""disillusioned democrat,"" republican minutes ago, cpac convention, morris called war ukrania nonnuclear wwiii",en,"ukrainewar wwiii dickmorris legal scholar many years ""disillusioned democrat,"" republican minutes ago, cpac convention, morris called war ukrania nonnuclear wwiii",_
405,405,26/02/2022,18:02:31,"raise voice terrorism act israel putin like us iraq, libya, syria, vietnam, afghanistan etc sham double standard laws ukraine ukrainerussiawar russia russiaukrainewar ukrainerussia wwiii stopwar donbass kyiv",en,"raise voice terrorism act israel putin like us iraq, libya, syria, vietnam, afghanistan etc sham double standard laws ukraine ukrainerussiawar russia russiaukrainewar ukrainerussia wwiii stopwar donbass kyiv",_
406,406,26/02/2022,18:02:16,massive explosion downtown kyiv rusiaukraina wwiii,en,massive explosion downtown kyiv rusiaukraina wwiii,_
407,407,26/02/2022,18:01:20,"🔴breaking — russia officially announced death soldier first time dagestan president sergey melikov expressed condolences family officer nurmagomed gadjimagomedov, died ""military operation"" ukraine russia ukraine wwiii",en,"🔴breaking — russia officially announced death soldier first time dagestan president sergey melikov expressed condolences family officer nurmagomed gadjimagomedov, died ""military operation"" ukraine russia ukraine wwiii",_
408,408,26/02/2022,18:01:04,"feminist, better see yall front line… feminist wwiii",en,"feminist, better see yall front line… feminist wwiii",_
409,409,26/02/2022,18:00:42,breaking news🚨 russia captured ukraines capitol resulting 78 deaths sad hear russia sources tell wont stop killing capture whole country ukrainewar russianarmy union247 wwiii usa,en,breaking news🚨 russia captured ukraines capitol resulting 78 deaths sad hear russia sources tell wont stop killing capture whole country ukrainewar russianarmy union247 wwiii usa,_
410,410,26/02/2022,18:00:11,let snoopdogg president wwiii,en,let snoopdogg president wwiii,_
411,411,26/02/2022,17:58:32,"canadians us, uk, eu cutting access putins reserve funds hes going incandescent braceforimpact wwiii",en,"canadians us, uk, eu cutting access putins reserve funds hes going incandescent braceforimpact wwiii",_
412,412,26/02/2022,17:56:44,"govuk defencehq genuine questions 1 right really worried developments russia 2 could uk cities target nuclear strike 3 quick warned one occur remember original cold war, kid kidder wwiii",en,"govuk defencehq genuine questions 1 right really worried developments russia 2 could uk cities target nuclear strike 3 quick warned one occur remember original cold war, kid kidder wwiii",_
413,413,26/02/2022,17:56:26,"like magic hand helping ukraine, right really normal, world entering new era prayerforukraine 🤲🏻🙏🏻 russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii",en,"like magic hand helping ukraine, right really normal, world entering new era prayerforukraine 🤲🏻🙏🏻 russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii",_
414,414,26/02/2022,17:55:12,norway country european economic area close airspace russian aircraft russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii,en,norway country european economic area close airspace russian aircraft russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii,_
415,415,26/02/2022,17:54:49,role technology going crucial factor ongoing wwiii russiaukraine usa adityarajkaul timesnow rshivshankar indiainukraine meaindia goi_meity drsjaishankar rajnathsingh,en,role technology going crucial factor ongoing wwiii russiaukraine usa adityarajkaul timesnow rshivshankar indiainukraine meaindia goi_meity drsjaishankar rajnathsingh,_
416,416,26/02/2022,17:54:48,"ukraine soldiers capture russian commander, confesses putins evil plans video english translation ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",en,"ukraine soldiers capture russian commander, confesses putins evil plans video english translation ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",_
417,417,26/02/2022,17:54:29,"holding china accountable bio weapon, russia invading neighbor north korea blasted unknown item eastward miss trump ❤️🇺🇸 wwiii bidensadisgrace trumpwasright",en,"holding china accountable bio weapon, russia invading neighbor north korea blasted unknown item eastward miss trump ❤️🇺🇸 wwiii bidensadisgrace trumpwasright",_
418,418,26/02/2022,17:54:21,laxflame gon wwiii,en,laxflame gon wwiii,_
419,419,26/02/2022,17:54:19,wind breaks wwiii worldpeace multiverseofmadness,en,wind breaks wwiii worldpeace multiverseofmadness,_
420,420,26/02/2022,17:54:16,"shame us , unitednations double standard laws world impose sanctions israeliterrorists worst situation palestine compare ukrain russia ukraine ukrainerussiawar ukrania russiaukrainewar kyiv wwiii ukrainian stopthewar like putin us presidents",en,"shame us , unitednations double standard laws world impose sanctions israeliterrorists worst situation palestine compare ukrain russia ukraine ukrainerussiawar ukrania russiaukrainewar kyiv wwiii ukrainian stopthewar like putin us presidents",_
421,421,26/02/2022,17:52:34,north korea litterly annaunce war agains japan reason wwiii closethesky,en,north korea litterly annaunce war agains japan reason wwiii closethesky,_
422,422,26/02/2022,17:52:09,omg alive westandwithukraine wwiii,en,omg alive westandwithukraine wwiii,_
423,423,26/02/2022,17:51:41,🔴breaking ‼️ oil depot hit kievvasylkiv region russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii,en,🔴breaking ‼️ oil depot hit kievvasylkiv region russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii,_
424,424,26/02/2022,17:49:26,"2022 war ukrainaand russian leader russia, ex sovjet unionstarts allwhen thaught learned past wwii going wwiii startingalloveragain thegreatreset dutch paper says right",en,"2022 war ukrainaand russian leader russia, ex sovjet unionstarts allwhen thaught learned past wwii going wwiii startingalloveragain thegreatreset dutch paper says right",_
425,425,26/02/2022,17:49:00,absolutely terrifying westandwithukraine wwiii,en,absolutely terrifying westandwithukraine wwiii,_
426,426,26/02/2022,17:47:21,"🔴breaking ‼️— china shared us war history words 'never forget real threat world is' +is ""democracy"" russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii",en,"🔴breaking ‼️— china shared us war history words 'never forget real threat world is' +is ""democracy"" russia ukraine russiaukraine ukrainerussiawar ukraineunderattack ukraineinvasion wwiii",_
427,427,26/02/2022,17:44:47,shadesoflife83 josephweskerx avindman 1 madman world leaders standingwithukraine one wants wwiii,en,shadesoflife83 josephweskerx avindman 1 madman world leaders standingwithukraine one wants wwiii,_
428,428,26/02/2022,17:44:20,queen someone needs potus speakerpelosi dweeb said would listen science interferes wnyse cant manage covid19 started wwiii wrussia trying get china bidenharris poll numbers way low like trumps,en,queen someone needs potus speakerpelosi dweeb said would listen science interferes wnyse cant manage covid19 started wwiii wrussia trying get china bidenharris poll numbers way low like trumps,_
429,429,26/02/2022,17:43:22,russia banned swift effective sanction nato effective effect russia's economy severely china's stance critical russia need assistance swift russiaukrainewar wwiii,en,russia banned swift effective sanction nato effective effect russia's economy severely china's stance critical russia need assistance swift russiaukrainewar wwiii,_
430,430,26/02/2022,17:42:51,"listen potus 2024 america candidate best follow video along that, try usa concerning wwiii avoidance dnc rnc cnn ukraine ukraineunderattack biden bidenswar",en,"listen potus 2024 america candidate best follow video along that, try usa concerning wwiii avoidance dnc rnc cnn ukraine ukraineunderattack biden bidenswar",_
431,431,26/02/2022,17:42:49,dogecoin went 1¢ 76¢ 2021 dogecoin 76x lfg spacex elonmusk wwiii ends,en,dogecoin went 1¢ 76¢ 2021 dogecoin 76x lfg spacex elonmusk wwiii ends,_
432,432,26/02/2022,17:41:56,airlivenet guy let y'all start wwiii without,en,airlivenet guy let y'all start wwiii without,_
433,433,26/02/2022,17:41:24,enjoyed trip russia 🤭 imrankhanpti russia worldwar3 worldwariii unitednations ukraineunderattack ukraine ukrainerussia unitednations putin wwiii,en,enjoyed trip russia 🤭 imrankhanpti russia worldwar3 worldwariii unitednations ukraineunderattack ukraine ukrainerussia unitednations putin wwiii,_
434,434,26/02/2022,17:40:30,many years till new york become old york wwiii,en,many years till new york become old york wwiii,_
435,435,26/02/2022,17:40:20,"scary video residential building hit rocket kyiv, ukraine ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",en,"scary video residential building hit rocket kyiv, ukraine ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",_
436,436,26/02/2022,17:39:44,"greater russia fullspectrum commodity superpower, less vulnerable sanctions europe war wwiii",en,"greater russia fullspectrum commodity superpower, less vulnerable sanctions europe war wwiii",_
437,437,26/02/2022,17:39:44,sad say reality without energy nothing get made energy needs flow develept world function wwiii russiaukraineconflict nato energycrisis,en,sad say reality without energy nothing get made energy needs flow develept world function wwiii russiaukraineconflict nato energycrisis,_
438,438,26/02/2022,17:38:21,"look world panicking, look talking sm abt human rights suddenly hypocrisy, 🤡 obv innocent ukrainians deserve difference responses diff lives world makes sick 🤢🤕 palestine syria iraq ukraine wwiii",en,"look world panicking, look talking sm abt human rights suddenly hypocrisy, 🤡 obv innocent ukrainians deserve difference responses diff lives world makes sick 🤢🤕 palestine syria iraq ukraine wwiii",_
439,439,26/02/2022,17:35:09,350 million brink wwiii clowns spend pet projects around white house,en,350 million brink wwiii clowns spend pet projects around white house,_
440,440,26/02/2022,17:35:09,"mind boggling think 81,000 votes four states away side ukrainerussia war wwiii keeps going please vote every election lives really stake",en,"mind boggling think 81,000 votes four states away side ukrainerussia war wwiii keeps going please vote every election lives really stake",_
441,441,26/02/2022,17:34:28,russia nuclear bombs really 🤔 russia worldwar3 worldwariii unitednations ukraineunderattack ukraine ukrainerussia unitednations putin wwiii,en,russia nuclear bombs really 🤔 russia worldwar3 worldwariii unitednations ukraineunderattack ukraine ukrainerussia unitednations putin wwiii,_
442,442,26/02/2022,17:34:02,"said earlier, war flamed eu us, listen mouth wwiii russianarmy afghanistan ukrainerussiawar ukraine",en,"said earlier, war flamed eu us, listen mouth wwiii russianarmy afghanistan ukrainerussiawar ukraine",_
443,443,26/02/2022,17:33:26,"heavy bombing expected next hours kiev putin wants get it, must avoid ""collateral damage"" population limit hitting military targets way go total war wwiii russiaukrainewar",en,"heavy bombing expected next hours kiev putin wants get it, must avoid ""collateral damage"" population limit hitting military targets way go total war wwiii russiaukrainewar",_
444,444,26/02/2022,17:33:21,rotc kids u need wwiii,en,rotc kids u need wwiii,_
445,445,26/02/2022,17:32:43,beginning wwiii kyiv,en,beginning wwiii kyiv,_
446,446,26/02/2022,17:32:25,"heavy bombing expected next hours kiev putin wants get it, must avoid ""collateral damage""to population limit hitting military targets way go total war wwiii russiaukrainewar",en,"heavy bombing expected next hours kiev putin wants get it, must avoid ""collateral damage""to population limit hitting military targets way go total war wwiii russiaukrainewar",_
447,447,26/02/2022,17:32:05,guys please stopwar stopthewar wwiii worldwarthree,en,guys please stopwar stopthewar wwiii worldwarthree,_
448,448,26/02/2022,17:32:03,"put everything light show putin pig man without balls, worst thing man putinasesino nowar wwiii peaceforukraine ukraine ukrainerussiawar ukrania ukrainerussia",en,"put everything light show putin pig man without balls, worst thing man putinasesino nowar wwiii peaceforukraine ukraine ukrainerussiawar ukrania ukrainerussia",_
449,449,26/02/2022,17:30:20,"""we told coming, here"" america must prepare 2 1111 wwiii putinisawarcriminal freeukraine prayforukraine anonymous",en,"""we told coming, here"" america must prepare 2 1111 wwiii putinisawarcriminal freeukraine prayforukraine anonymous",_
450,450,26/02/2022,17:30:19,person_mountain yahoo said earlier post none fault rest ukrainians i'm sure bad people russia's side also wmd style propaganda designed drag americans wwiii msm evil,en,person_mountain yahoo said earlier post none fault rest ukrainians i'm sure bad people russia's side also wmd style propaganda designed drag americans wwiii msm evil,_
451,451,26/02/2022,17:29:53,"ucraina wwiii worldwar3 russianinvasion kharkov, shell flew residential apartment follow telegram 👉",en,"ucraina wwiii worldwar3 russianinvasion kharkov, shell flew residential apartment follow telegram 👉",_
452,452,26/02/2022,17:29:18,"security intelligence capo😂, im seriously thinking biden want see type new weapons russia disposal might strategically want weapons order access current capabilities wwiii russiaukrainewar ukraine nato",en,"security intelligence capo😂, im seriously thinking biden want see type new weapons russia disposal might strategically want weapons order access current capabilities wwiii russiaukrainewar ukraine nato",_
453,453,26/02/2022,17:28:59,need find new hobby thats worrying wwiii…,en,need find new hobby thats worrying wwiii…,_
454,454,26/02/2022,17:26:50,real wwiii would streamed live front lines,en,real wwiii would streamed live front lines,_
455,455,26/02/2022,17:25:28,"ukraine soldiers capture russian commander, confesses everything camera video english translation watch ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",en,"ukraine soldiers capture russian commander, confesses everything camera video english translation watch ukrainian putin worldwar3 wwiii nato taiwan america china trump biden",_
456,456,26/02/2022,17:23:58,world scary ukrainerussiawar wwiii,en,world scary ukrainerussiawar wwiii,_
457,457,26/02/2022,17:23:55,people saying usa intervening would start wwiii dont seem realize already war sanctions expelling visa holders precursors fighting war begun already putin threatening world nukes met overwhelming force,en,people saying usa intervening would start wwiii dont seem realize already war sanctions expelling visa holders precursors fighting war begun already putin threatening world nukes met overwhelming force,_
458,458,26/02/2022,17:23:45,ready wwiii yet,en,ready wwiii yet,_
459,459,26/02/2022,17:23:16,ukraine russia thegreatreset ripple xrpcommunity nato wwiii internet value awaits,en,ukraine russia thegreatreset ripple xrpcommunity nato wwiii internet value awaits,_
460,460,26/02/2022,17:23:01,"simultaneously war deep throat nato, imperialism, american sensationalism russia ukraine wwiii",en,"simultaneously war deep throat nato, imperialism, american sensationalism russia ukraine wwiii",_
461,461,26/02/2022,17:20:51,send kendalljenner wwiii,en,send kendalljenner wwiii,_
462,462,26/02/2022,17:20:21,"bombarded footage ukrainian victories war ukraine cannot win, russia 6000 confirmed nuclear warheads army could topple ukraine 5 times ukraine russianarmy wwiii kiev",en,"bombarded footage ukrainian victories war ukraine cannot win, russia 6000 confirmed nuclear warheads army could topple ukraine 5 times ukraine russianarmy wwiii kiev",_
463,463,26/02/2022,17:19:11,ukrainian man run car russian tank rolling northern kyiv know survived news breakingnews newsupdates russiaukraineconflict wwiii,en,ukrainian man run car russian tank rolling northern kyiv know survived news breakingnews newsupdates russiaukraineconflict wwiii,_
464,464,26/02/2022,17:18:44,"putin would say want gas wheat, pay new financial system west stupid least swift ""follow money"" freelander says wwiii canada cdnpolitics ukrainerussiawar",en,"putin would say want gas wheat, pay new financial system west stupid least swift ""follow money"" freelander says wwiii canada cdnpolitics ukrainerussiawar",_
465,465,26/02/2022,17:17:48,masterclass ukrainerussia wwiii worldwar3 putin,en,masterclass ukrainerussia wwiii worldwar3 putin,_
466,466,26/02/2022,17:15:27,n korea fires unidentified projectile eastward korean military northkorea wwiii,en,n korea fires unidentified projectile eastward korean military northkorea wwiii,_
