,index,date,time,tweet,language,parse,Category
0,0,25/02/2022,23:59:56,cold_peace_ equally enjoying meltdown myrule basedworld type although foreseen forewarned numerous times happen keep expanding ahead playing hero rouge always,en,cold_peace_ equally enjoying meltdown myrule basedworld type although foreseen forewarned numerous times happen keep expanding ahead playing hero rouge always,_
1,1,25/02/2022,23:58:24,update reports 🇯🇵ese cargo ship shelled blacksea ukrainecrisis russiaukrainecrisis,en,update reports 🇯🇵ese cargo ship shelled blacksea ukrainecrisis russiaukrainecrisis,_
2,2,25/02/2022,23:58:24,lets help team fight,en,lets help team fight,_
3,3,25/02/2022,23:58:11,attackedshot japan ship japan member…,en,attackedshot japan ship japan member…,_
4,4,25/02/2022,23:57:19,astro4earth thats love space explorationit sorts everything focus important humanitythats drive everythingthe preservation life planet stock poutine,en,astro4earth thats love space explorationit sorts everything focus important humanitythats drive everythingthe preservation life planet stock poutine,_
5,5,25/02/2022,23:57:10,losses according ukraines 14 airplanes 8 helicopters 102 tanks 536 armored cars 15 artillery pieces 1 buk1 system 3500 killed nearly 200 taken prisoner russiainvadesukraine russianinvasion russianinvasion,en,losses according ukraines 14 airplanes 8 helicopters 102 tanks 536 armored cars 15 artillery pieces 1 buk1 system 3500 killed nearly 200 taken prisoner russiainvadesukraine russianinvasion russianinvasion,_
6,6,25/02/2022,23:56:33,🙏🏽 delivers ammunition disregarding putins threats,en,🙏🏽 delivers ammunition disregarding putins threats,_
7,7,25/02/2022,23:56:32,timjudah1 anyone sees cant imagine like; however let say share tears anxiety underground; threat attack,en,timjudah1 anyone sees cant imagine like; however let say share tears anxiety underground; threat attack,_
8,8,25/02/2022,23:55:37,57365 never learning; learn books; learn others; learn serving others; learn experience humble lifelong learner youll excel every field life inspirationaltheater impact365 2022goals accra,en,57365 never learning; learn books; learn others; learn serving others; learn experience humble lifelong learner youll excel every field life inspirationaltheater impact365 2022goals accra,_
9,9,25/02/2022,23:55:33,capabilities vladimirputin,en,capabilities vladimirputin,_
10,10,25/02/2022,23:55:23,two young children sending soldiers fight russians ukraineconflict russianinvasion,en,two young children sending soldiers fight russians ukraineconflict russianinvasion,_
11,11,25/02/2022,23:55:06,furious prepares use 'father bombs' brave ukrainians hold advance unitedispink stopputin stopwar putinswar kiew ukrania zelenskyy,en,furious prepares use 'father bombs' brave ukrainians hold advance unitedispink stopputin stopwar putinswar kiew ukrania zelenskyy,_
12,12,25/02/2022,23:54:52,mikesington september 1 1939 german army adolf hitler launched invasion poland triggered start ii february 24 2022 …putin launched invasion putinisawarcriminal prayingforukraine,en,mikesington september 1 1939 german army adolf hitler launched invasion poland triggered start ii february 24 2022 …putin launched invasion putinisawarcriminal prayingforukraine,_
13,13,25/02/2022,23:54:37,keep seeing videos take note whats happening heres reminder glass break stay away windows hear enemy fire staysafe putinswar,en,keep seeing videos take note whats happening heres reminder glass break stay away windows hear enemy fire staysafe putinswar,_
14,14,25/02/2022,23:54:27,media creat propoganda first check history record regarding japan muslim,en,media creat propoganda first check history record regarding japan muslim,_
15,15,25/02/2022,23:53:58,solution lets prayforukraine stopputin stoprussia यूक्रेन uno,en,solution lets prayforukraine stopputin stoprussia यूक्रेन uno,_
16,16,25/02/2022,23:53:20,inaccurate describe apocalypse exchange since ensures destruction vast majority humankind lifekind havent gotten rid weapons prevent situation face,en,inaccurate describe apocalypse exchange since ensures destruction vast majority humankind lifekind havent gotten rid weapons prevent situation face,_
17,17,25/02/2022,23:53:17,support palestine syria lebanon iraq condemn israel congratulations mate highest tier hypocrisy rtagree no_war الحرب_الروسيه_الاوكرانية,en,support palestine syria lebanon iraq condemn israel congratulations mate highest tier hypocrisy rtagree no_war الحرب_الروسيه_الاوكرانية,_
18,18,25/02/2022,23:52:56,still brink,en,still brink,_
19,19,25/02/2022,23:52:35,damn fuckin true,en,damn fuckin true,_
20,20,25/02/2022,23:52:25,remember ongoing conflict ukraineandrussia,en,remember ongoing conflict ukraineandrussia,_
21,21,25/02/2022,23:52:02,seems 6th game second set since started acapulcoopen nadal,en,seems 6th game second set since started acapulcoopen nadal,_
22,22,25/02/2022,23:52:02,omg starting see bidenisadisgrace bidenisafailure bidenbordercrisis,en,omg starting see bidenisadisgrace bidenisafailure bidenbordercrisis,_
23,23,25/02/2022,23:51:58,e sure putins zeleensky soldiersnothing nothing lets see na😒😒 nairamarley,en,e sure putins zeleensky soldiersnothing nothing lets see na😒😒 nairamarley,_
24,24,25/02/2022,23:51:57,stay strong warinukraine,en,stay strong warinukraine,_
25,25,25/02/2022,23:51:50,zelenskyyua leader showing 🌏 leader looks senatedems housedemocrats potus dnc soulsearching giving space senategop housegop emulate hero vladputin thug choosing start cld easily become,en,zelenskyyua leader showing 🌏 leader looks senatedems housedemocrats potus dnc soulsearching giving space senategop housegop emulate hero vladputin thug choosing start cld easily become,_
26,26,25/02/2022,23:51:36,holiness hazrat mirza masroor ahmad aba writes letter 18 september 2013 mr vladimir ferderation,en,holiness hazrat mirza masroor ahmad aba writes letter 18 september 2013 mr vladimir ferderation,_
27,27,25/02/2022,23:51:17,heres statements vladimir listen dont regret laterrrrr love quotes vladimir,en,heres statements vladimir listen dont regret laterrrrr love quotes vladimir,_
28,28,25/02/2022,23:51:10,chosenonesnft praying friends live russias attack senseless help two 1 1 special nfts 10k auctioned 100% donated please retweet,en,chosenonesnft praying friends live russias attack senseless help two 1 1 special nfts 10k auctioned 100% donated please retweet,_
29,29,25/02/2022,23:51:00,deploying 7000 troops europe via amermilnews democratsareadisaster great job joebiden kamalaharris aoc oh wait forgot putinspuppets,en,deploying 7000 troops europe via amermilnews democratsareadisaster great job joebiden kamalaharris aoc oh wait forgot putinspuppets,_
30,30,25/02/2022,23:50:32,case happens evs mainstream mark words,en,case happens evs mainstream mark words,_
31,31,25/02/2022,23:50:29,dont even remember economical crisis srilanka,en,dont even remember economical crisis srilanka,_
32,32,25/02/2022,23:50:11,feel though increasing appetite direct confrontation understand unthinkable terms risk escalating apocalypse nowarwithukraine nuclearweapons nuclearwar,en,feel though increasing appetite direct confrontation understand unthinkable terms risk escalating apocalypse nowarwithukraine nuclearweapons nuclearwar,_
33,33,25/02/2022,23:49:54,zelensky hero staying put defending evil hero,en,zelensky hero staying put defending evil hero,_
34,34,25/02/2022,23:49:45,solution thing talking best solution conflict resolving no_war nomorewar stopthewar,en,solution thing talking best solution conflict resolving no_war nomorewar stopthewar,_
35,35,25/02/2022,23:48:26,condemn everywhere unitednations,en,condemn everywhere unitednations,_
36,36,25/02/2022,23:48:07,ukraina laughing matter; however polictal comedy existed two wars might well serious crap develpoping amd posting soooo honest lol,en,ukraina laughing matter; however polictal comedy existed two wars might well serious crap develpoping amd posting soooo honest lol,_
37,37,25/02/2022,23:47:44,two kids seen paying respect troops heading front true patriotism ukraine⚔️ ukrainerussiaconflict,en,two kids seen paying respect troops heading front true patriotism ukraine⚔️ ukrainerussiaconflict,_
38,38,25/02/2022,23:47:41,💀,en,💀,_
39,39,25/02/2022,23:47:14,bartsim28514897 ageofsecrecy paulsonne coming soon nuclearwar possible family survival plans family disaster network navigate 8 pages please public domain information unhinged big,en,bartsim28514897 ageofsecrecy paulsonne coming soon nuclearwar possible family survival plans family disaster network navigate 8 pages please public domain information unhinged big,_
40,40,25/02/2022,23:46:57,letter found pocket dead soldiers 1939 stopwar,en,letter found pocket dead soldiers 1939 stopwar,_
41,41,25/02/2022,23:46:56,ukrainians left die respond tyrant grow stronger stand freedom stand poutine kiew trump putinisawarcriminal istandwithukraine eu,en,ukrainians left die respond tyrant grow stronger stand freedom stand poutine kiew trump putinisawarcriminal istandwithukraine eu,_
42,42,25/02/2022,23:46:19,needs diversity cant get shit together represent everyone cancel immediately individual demand voice heard,en,needs diversity cant get shit together represent everyone cancel immediately individual demand voice heard,_
43,43,25/02/2022,23:45:46,well aged well knew never put eggs basket never give power away 🤷🏻‍️ trump germany pipeline oilandgas melaniatrump power money russiaukraine makeamericagreatagain sanctions,en,well aged well knew never put eggs basket never give power away 🤷🏻‍️ trump germany pipeline oilandgas melaniatrump power money russiaukraine makeamericagreatagain sanctions,_
44,44,25/02/2022,23:45:08,trump wouldnt allowed invasion happened gave false assurances criticizing ukrainebiden praising russiantrump trump guy good avoidingpreventing unnecessary wars www2 gaddafi,en,trump wouldnt allowed invasion happened gave false assurances criticizing ukrainebiden praising russiantrump trump guy good avoidingpreventing unnecessary wars www2 gaddafi,_
45,45,25/02/2022,23:45:00,days ukrainewarwhen russiainvadesukraine face face starting worldwarthree worldwar seems nonsense tweet share tweets westandwithukraine 🇬🇪💪🏻✊❤,en,days ukrainewarwhen russiainvadesukraine face face starting worldwarthree worldwar seems nonsense tweet share tweets westandwithukraine 🇬🇪💪🏻✊❤,_
46,46,25/02/2022,23:44:30,tennis star andrey rublev appeal please stopwar,en,tennis star andrey rublev appeal please stopwar,_
47,47,25/02/2022,23:44:15,get loser looting,en,get loser looting,_
48,48,25/02/2022,23:43:08,furious prepares use 'father bombs' brave ukrainians via youtube unitedispink stopputin stopwar putinswar kiew ukrania,en,furious prepares use 'father bombs' brave ukrainians via youtube unitedispink stopputin stopwar putinswar kiew ukrania,_
49,49,25/02/2022,23:43:02,breaks international law whole goes mad israel broke international law bats eyelid,en,breaks international law whole goes mad israel broke international law bats eyelid,_
50,50,25/02/2022,23:41:19,rusiavsucrania simpsons predictions 🪖,en,rusiavsucrania simpsons predictions 🪖,_
51,51,25/02/2022,23:40:00,russiaukraine conflict sikh community steps forward serves ‘guru ka langar train stricken read gurukalangar langar,en,russiaukraine conflict sikh community steps forward serves ‘guru ka langar train stricken read gurukalangar langar,_
52,52,25/02/2022,23:39:49,hadnt american voted donald trump allowed invade chosen joe lacking democracy sleeping bidenisadisgrace blackshinesbrightest trump goptraitorstodemocracy joebiden,en,hadnt american voted donald trump allowed invade chosen joe lacking democracy sleeping bidenisadisgrace blackshinesbrightest trump goptraitorstodemocracy joebiden,_
53,53,25/02/2022,23:39:42,ummm still school wwe literally happening right posts image black person something wwe schoolsux,en,ummm still school wwe literally happening right posts image black person something wwe schoolsux,_
54,54,25/02/2022,23:39:40,potus step get game lack leadership helping prevent remembered prove wrong 💪,en,potus step get game lack leadership helping prevent remembered prove wrong 💪,_
55,55,25/02/2022,23:39:32,please dont 😥 unitednations unitednations,en,please dont 😥 unitednations unitednations,_
56,56,25/02/2022,23:39:25,doubts god difficult times 🤦🏾‍️ davido wizkid,en,doubts god difficult times 🤦🏾‍️ davido wizkid,_
57,57,25/02/2022,23:39:23,got money wars cant feed poor 💔 💔 stopthewar stopputin nowar,en,got money wars cant feed poor 💔 💔 stopthewar stopputin nowar,_
58,58,25/02/2022,23:38:58,ukrainians proud leader man offered evacuated responded ammunition ride thought easy take russianinvasion,en,ukrainians proud leader man offered evacuated responded ammunition ride thought easy take russianinvasion,_
59,59,25/02/2022,23:38:57,makes really difficult come together nation former members gop praise putingoptraitorstodemocracy gopbetrayedamerica trumpisarussianasset putinisawarcriminal istandwithukraine here… takeoutputin,en,makes really difficult come together nation former members gop praise putingoptraitorstodemocracy gopbetrayedamerica trumpisarussianasset putinisawarcriminal istandwithukraine here… takeoutputin,_
60,60,25/02/2022,23:38:41,williamzambezi spectatorindex making zvadhakwalets see laugh,en,williamzambezi spectatorindex making zvadhakwalets see laugh,_
61,61,25/02/2022,23:37:43,sensex slips 1400 points orders troops ukraineconflict russianinvasion,en,sensex slips 1400 points orders troops ukraineconflict russianinvasion,_
62,62,25/02/2022,23:37:21,hurting 💔💔💔say 👍 russiaukraine warinukraine,en,hurting 💔💔💔say 👍 russiaukraine warinukraine,_
63,63,25/02/2022,23:37:06,trends palestine double standards,en,trends palestine double standards,_
64,64,25/02/2022,23:36:45,amya_press heartbreaking pray world🙏🏽🌎,en,amya_press heartbreaking pray world🙏🏽🌎,_
65,65,25/02/2022,23:36:25,courage face🏅,en,courage face🏅,_
66,66,25/02/2022,23:35:57,support palestine syria lebanon iraq condemn israel congratulations mate highest tier hypocrisy rtagree,en,support palestine syria lebanon iraq condemn israel congratulations mate highest tier hypocrisy rtagree,_
67,67,25/02/2022,23:35:52,,en,,_
68,68,25/02/2022,23:35:49,take action weak countries sanction affect years matter alliance left alone difficult zelenskiy kiyev crisis,en,take action weak countries sanction affect years matter alliance left alone difficult zelenskiy kiyev crisis,_
69,69,25/02/2022,23:35:22,🙏🏽 captive speaks parents,en,🙏🏽 captive speaks parents,_
70,70,25/02/2022,23:34:53,throw uniform make,en,throw uniform make,_
71,71,25/02/2022,23:34:52,conflict started best course end early shall convince restrct donetsk luhansk regions leave rest ukrain exchange relief sanctions normalisation ukraineconflict europe uno,en,conflict started best course end early shall convince restrct donetsk luhansk regions leave rest ukrain exchange relief sanctions normalisation ukraineconflict europe uno,_
72,72,25/02/2022,23:34:45,russiaukraine live indians evacuated reach mumbai 4 pm ukraineconflict russiaukraine ukrainecrisis,en,russiaukraine live indians evacuated reach mumbai 4 pm ukraineconflict russiaukraine ukrainecrisis,_
73,73,25/02/2022,23:34:00,nonmilitary civvie crowd yall cry havoc wwiiiww3 standard acceptable losses per cdnnato stds operation able continuebe deemed successful begin around 20% deployed forcecollateral population 2,en,nonmilitary civvie crowd yall cry havoc wwiiiww3 standard acceptable losses per cdnnato stds operation able continuebe deemed successful begin around 20% deployed forcecollateral population 2,_
74,74,25/02/2022,23:33:16,close destruction way life imagine trump succeeded looks trump rubbed thought always brings best everyone btw mikeflynn,en,close destruction way life imagine trump succeeded looks trump rubbed thought always brings best everyone btw mikeflynn,_
75,75,25/02/2022,23:32:32,truth started hes surrounding countries told hes swedense finlandineu potus whitehouse senatedems housedemocrats dnc enough act months frm,en,truth started hes surrounding countries told hes swedense finlandineu potus whitehouse senatedems housedemocrats dnc enough act months frm,_
76,76,25/02/2022,23:31:52,favor atrocities committed still injustice accounted,en,favor atrocities committed still injustice accounted,_
77,77,25/02/2022,23:31:01,big still office shit wouldnt even right,en,big still office shit wouldnt even right,_
78,78,25/02/2022,23:29:38,never forget islamic 💔 arab palestine syria uyghurs iraq irak yemen,en,never forget islamic 💔 arab palestine syria uyghurs iraq irak yemen,_
79,79,25/02/2022,23:29:27,werent ahead yall behind youve woken late face repercussions due ignorance covid19,en,werent ahead yall behind youve woken late face repercussions due ignorance covid19,_
80,80,25/02/2022,23:29:07,arguing mother,en,arguing mother,_
81,81,25/02/2022,23:28:34,germany eagerly awaiting 😍,en,germany eagerly awaiting 😍,_
82,82,25/02/2022,23:28:21,words,en,words,_
83,83,25/02/2022,23:28:16,meta company owning facebook moving bar running ads platformsrussiaukraineconflict unitedwithukraine sttacin robertalai,en,meta company owning facebook moving bar running ads platformsrussiaukraineconflict unitedwithukraine sttacin robertalai,_
84,84,25/02/2022,23:27:23,god bless heroes 🙄🙄🙄🙄🙄🙄,en,god bless heroes 🙄🙄🙄🙄🙄🙄,_
85,85,25/02/2022,23:27:14,real threat unitednations unsc,en,real threat unitednations unsc,_
86,86,25/02/2022,23:27:12,gets involved,en,gets involved,_
87,87,25/02/2022,23:27:05,russiachina partnership russiaindia currency deal pakistan germany france somehow involved chinanorth korea possibly signaling attack taiwan canada almost gone full communist party border patrol told beware targeted assassinations,en,russiachina partnership russiaindia currency deal pakistan germany france somehow involved chinanorth korea possibly signaling attack taiwan canada almost gone full communist party border patrol told beware targeted assassinations,_
88,88,25/02/2022,23:26:51,masculinitysaturday state house bidenisadisgrace closethesky,en,masculinitysaturday state house bidenisadisgrace closethesky,_
89,89,25/02/2022,23:26:38,youre worried showing concerns humanity palestinian 🇵🇸 look israel 🇮🇱 way youre looking westandwithpalestine,en,youre worried showing concerns humanity palestinian 🇵🇸 look israel 🇮🇱 way youre looking westandwithpalestine,_
90,90,25/02/2022,23:26:02,special flight airindia ai1943 lands bucharest romania evacuation stranded indians ukraineconflict russianinvasion,en,special flight airindia ai1943 lands bucharest romania evacuation stranded indians ukraineconflict russianinvasion,_
91,91,25/02/2022,23:25:56,liquid come fire,en,liquid come fire,_
92,92,25/02/2022,23:25:27,much case ww2 leaders appear west well underway must survive ill bet conservatives rightwing extremists wont care reelection getting 2 side,en,much case ww2 leaders appear west well underway must survive ill bet conservatives rightwing extremists wont care reelection getting 2 side,_
93,93,25/02/2022,23:25:24,long turned intercontinental ballistic missiles,en,long turned intercontinental ballistic missiles,_
94,94,25/02/2022,23:25:21,history revolves around thats stand,en,history revolves around thats stand,_
95,95,25/02/2022,23:25:05,grow food build local supply chains society crumbling save build new systems much use crying abusive system change nwo wef greatreset convoyforfreedom2022 bidenisadisgrace homesteading protest convoyforfreedom,en,grow food build local supply chains society crumbling save build new systems much use crying abusive system change nwo wef greatreset convoyforfreedom2022 bidenisadisgrace homesteading protest convoyforfreedom,_
96,96,25/02/2022,23:25:03,sanctions useless way saying cowards,en,sanctions useless way saying cowards,_
97,97,25/02/2022,23:24:38,update special flight airindia ai1943 lands bucharest romania🇷🇴 evacuation stranded indians ukrainecrisis russiaukrainecrisis,en,update special flight airindia ai1943 lands bucharest romania🇷🇴 evacuation stranded indians ukrainecrisis russiaukrainecrisis,_
98,98,25/02/2022,23:24:28,gunfire erupts inside capital ukraineconflict russianinvasion,en,gunfire erupts inside capital ukraineconflict russianinvasion,_
99,99,25/02/2022,23:24:19,many times supported kashmir pakistan galwan test support always hostile towards cannot shake hands clenched fist indira gandhi ukrainevsrussia,en,many times supported kashmir pakistan galwan test support always hostile towards cannot shake hands clenched fist indira gandhi ukrainevsrussia,_
100,100,25/02/2022,23:24:17,0123pm saturday 02262022 gmt+8 status changing chaos everywhere taiwan tweetdaily,en,0123pm saturday 02262022 gmt+8 status changing chaos everywhere taiwan tweetdaily,_
101,101,25/02/2022,23:23:58,groundwater damage since annexation crimea donets coal basin 'donbas' faced significant damages contains active inactive land mines pumped regularly groundwater flood themrussiaukrainewar nature,en,groundwater damage since annexation crimea donets coal basin 'donbas' faced significant damages contains active inactive land mines pumped regularly groundwater flood themrussiaukrainewar nature,_
102,102,25/02/2022,23:23:11,slavic racist types white idrc theyre casual racism towards blacks asians middle easterns forgotten,en,slavic racist types white idrc theyre casual racism towards blacks asians middle easterns forgotten,_
103,103,25/02/2022,23:22:32,stopthewar yousupport palestine syria lebanon iraq condemn israel highest level hypocrisy rtagree الحرب_الروسيه_الاوكرانية russiaukrainewarday3,en,stopthewar yousupport palestine syria lebanon iraq condemn israel highest level hypocrisy rtagree الحرب_الروسيه_الاوكرانية russiaukrainewarday3,_
104,104,25/02/2022,23:21:05,stronger willing take action learn place germany 40s glorytoukraine standwithukriane fuckrussia putinhitler,en,stronger willing take action learn place germany 40s glorytoukraine standwithukriane fuckrussia putinhitler,_
105,105,25/02/2022,23:19:15,thats love space explorationit sorts everything focus important humanitythats drive everythingthe preservation life planet stock poutine,en,thats love space explorationit sorts everything focus important humanitythats drive everythingthe preservation life planet stock poutine,_
106,106,25/02/2022,23:18:50,good yall🙏🏽,en,good yall🙏🏽,_
107,107,25/02/2022,23:18:43,fucking true ukranian,en,fucking true ukranian,_
108,108,25/02/2022,23:18:33,got fight militarydraft draft,en,got fight militarydraft draft,_
109,109,25/02/2022,23:18:23,true leader putinisawarcriminal mr warinukraine,en,true leader putinisawarcriminal mr warinukraine,_
110,110,25/02/2022,23:18:19,put aside petty fights unite alliance west whole west even superpower kneel thought,en,put aside petty fights unite alliance west whole west even superpower kneel thought,_
111,111,25/02/2022,23:18:17,ukrainians proud leader man offered evacuated responded ammunition ride thought easy take,en,ukrainians proud leader man offered evacuated responded ammunition ride thought easy take,_
112,112,26/02/2022,23:58:21,joanneanewday trump kept control despite democrats attacks globalists bring warinstability always high money laundering scheme feeds god serve innocent blood ushered call jesus trumpwasright,en,joanneanewday trump kept control despite democrats attacks globalists bring warinstability always high money laundering scheme feeds god serve innocent blood ushered call jesus trumpwasright,_
113,113,26/02/2022,23:57:10,used peaceful lovely anymore enters fireballs zelensky defend inhumane demons zelensky putinhitler,en,used peaceful lovely anymore enters fireballs zelensky defend inhumane demons zelensky putinhitler,_
114,114,26/02/2022,23:55:46,third story today guess took brink,en,third story today guess took brink,_
115,115,26/02/2022,23:53:46,acting politician campaign trail everyone creaming pants,en,acting politician campaign trail everyone creaming pants,_
116,116,26/02/2022,23:53:19,incredible seeing strength ❤️ woman daughter stand front burning home hit troops,en,incredible seeing strength ❤️ woman daughter stand front burning home hit troops,_
117,117,26/02/2022,23:53:08,realize already 4 days frontline natomustbeinukraine saveukrainenow,en,realize already 4 days frontline natomustbeinukraine saveukrainenow,_
118,118,26/02/2022,23:52:50,aiding buying natural gas make electricity instead operating plants please commit reopening three reactors closed continuing operation three reactors set close december germany,en,aiding buying natural gas make electricity instead operating plants please commit reopening three reactors closed continuing operation three reactors set close december germany,_
119,119,26/02/2022,23:51:46,attention call duty keyboard commandos chance show,en,attention call duty keyboard commandos chance show,_
120,120,26/02/2022,23:50:13,well weve certainly set template trump ever comes back starts shit,en,well weve certainly set template trump ever comes back starts shit,_
121,121,26/02/2022,23:49:14,troops destroyed commercial oil base near vasylkiv civilians evacuate since fumes fires big ecological catastrophe whole europe europe,en,troops destroyed commercial oil base near vasylkiv civilians evacuate since fumes fires big ecological catastrophe whole europe europe,_
122,122,26/02/2022,23:49:08,🚨new streaming series theblackexodus work fiction exerpt declares chinese watched horror black nurse gunned baby leaders japan korea,en,🚨new streaming series theblackexodus work fiction exerpt declares chinese watched horror black nurse gunned baby leaders japan korea,_
123,123,26/02/2022,23:49:05,brackmoo ukrania rusia warinukraine cancel,en,brackmoo ukrania rusia warinukraine cancel,_
124,124,26/02/2022,23:48:52,february 24th 2022 2018 believing asshole maria alejandra salomon fakebook making shit say name olenakurilo ukrainerussiaconflict,en,february 24th 2022 2018 believing asshole maria alejandra salomon fakebook making shit say name olenakurilo ukrainerussiaconflict,_
125,125,26/02/2022,23:48:02,nothing good peace😪 please ⚠,en,nothing good peace😪 please ⚠,_
126,126,26/02/2022,23:45:04,matter wins internet stays undefeated 😆🤣👏👏👏 putinhitler vladimirmcpoyle,en,matter wins internet stays undefeated 😆🤣👏👏👏 putinhitler vladimirmcpoyle,_
127,127,26/02/2022,23:43:48,🙏🏽 locals remove road signs confuse russians,en,🙏🏽 locals remove road signs confuse russians,_
128,128,26/02/2022,23:43:05,amazing see common take streets protest knowing theyll face consequences political wars fought politicians wish org ufc politicians russianinvasion,en,amazing see common take streets protest knowing theyll face consequences political wars fought politicians wish org ufc politicians russianinvasion,_
129,129,26/02/2022,23:37:24,say trudeau xi leaders vaccine done allows act though die soon anyway vax mandate chinese vax mandate,en,say trudeau xi leaders vaccine done allows act though die soon anyway vax mandate chinese vax mandate,_
130,130,26/02/2022,23:37:03,behind every strong woman strange story russiaukrainecrisis russianarmy,en,behind every strong woman strange story russiaukrainecrisis russianarmy,_
131,131,26/02/2022,23:35:54,loading anonymous,en,loading anonymous,_
132,132,26/02/2022,23:35:01,memories day 5 nft memories collection opensea price 008 check nfts nftshill nftcommunity nftart nftartist nftcommunity nftcollection nftdrop nftcollectors eth artwork stopwar art arts,en,memories day 5 nft memories collection opensea price 008 check nfts nftshill nftcommunity nftart nftartist nftcommunity nftcollection nftdrop nftcollectors eth artwork stopwar art arts,_
133,133,26/02/2022,23:33:59,anonymous 😍😉 game began,en,anonymous 😍😉 game began,_
134,134,26/02/2022,23:33:05,dear extraterrestrials starts im gonna guys step save return welcome abduct toxic exes scientific purposes 😊,en,dear extraterrestrials starts im gonna guys step save return welcome abduct toxic exes scientific purposes 😊,_
135,135,26/02/2022,23:32:58,stand putinhitler,en,stand putinhitler,_
136,136,26/02/2022,23:32:48,⚠️ youre reading please turn geolocation phone using track gatherings tell around same⚠️ anonymous russianarmy please share every care important,en,⚠️ youre reading please turn geolocation phone using track gatherings tell around same⚠️ anonymous russianarmy please share every care important,_
137,137,26/02/2022,23:31:37,cjc123abc gr8 plan start,en,cjc123abc gr8 plan start,_
138,138,26/02/2022,23:31:04,cyber started anonymous,en,cyber started anonymous,_
139,139,26/02/2022,23:30:23,shit make emotion shit sad fuck rusia,en,shit make emotion shit sad fuck rusia,_
140,140,26/02/2022,23:29:58,position point cant even take anyones side takes might face sanctions takes ukraines side become enemy worst stopwar,en,position point cant even take anyones side takes might face sanctions takes ukraines side become enemy worst stopwar,_
141,141,26/02/2022,23:29:15,iansephton naval agree 💯 leading towards mass destructionthis syriya middle east europe history may repeat manner happened yet enter start ✋un sec_council,en,iansephton naval agree 💯 leading towards mass destructionthis syriya middle east europe history may repeat manner happened yet enter start ✋un sec_council,_
142,142,26/02/2022,23:28:42,agrees demands never happen,en,agrees demands never happen,_
143,143,26/02/2022,23:28:29,iuic starts god protect via youtube,en,iuic starts god protect via youtube,_
144,144,26/02/2022,23:28:08,porn web cams must start,en,porn web cams must start,_
145,145,26/02/2022,23:27:46,photo aris messinis february 24th 2022 kinda hard say 2018 isnt stupid fucks believe random post someone facebook say name olenakurilo ukrainerussiaconflict,en,photo aris messinis february 24th 2022 kinda hard say 2018 isnt stupid fucks believe random post someone facebook say name olenakurilo ukrainerussiaconflict,_
146,146,26/02/2022,23:27:33,many examples propaganda undoubtedly class future russianarmy,en,many examples propaganda undoubtedly class future russianarmy,_
147,147,26/02/2022,23:26:53,igeusllc rafsanchez wont able god example worked hand various events close calls cold also depends apocalypse timing current situation tho im seeing yet although took 1 step direction,en,igeusllc rafsanchez wont able god example worked hand various events close calls cold also depends apocalypse timing current situation tho im seeing yet although took 1 step direction,_
148,148,26/02/2022,23:24:26,reality 👇🏾 whole suffering madness person putinhitler stopwar,en,reality 👇🏾 whole suffering madness person putinhitler stopwar,_
149,149,26/02/2022,23:22:36,web3 coincidence cryptocurrency btc eth,en,web3 coincidence cryptocurrency btc eth,_
150,150,26/02/2022,23:22:23,wish well tweet stopped second innocent palestine 🇵🇸,en,wish well tweet stopped second innocent palestine 🇵🇸,_
151,151,26/02/2022,23:22:13,yemeni child hungry almost eight years pray human rights death yemeni children yes human rights blue eyes blond hair always no_war yemen,en,yemeni child hungry almost eight years pray human rights death yemeni children yes human rights blue eyes blond hair always no_war yemen,_
152,152,26/02/2022,23:22:11,say name olenakurilo shes fucking actor many posting 2 different pictures saying theyre 4 years apart bsboth feb242022 ukrainerussiaconflict,en,say name olenakurilo shes fucking actor many posting 2 different pictures saying theyre 4 years apart bsboth feb242022 ukrainerussiaconflict,_
153,153,26/02/2022,23:20:59,germany 🇩🇪 sending weapons completing potential,en,germany 🇩🇪 sending weapons completing potential,_
154,154,26/02/2022,23:18:10,difference hitler sin always sin putinhitler distraction humanity russianarmy,en,difference hitler sin always sin putinhitler distraction humanity russianarmy,_
155,155,26/02/2022,23:15:54,stand instead spread end without blood end friendly conversation 😑😑😑😑,en,stand instead spread end without blood end friendly conversation 😑😑😑😑,_
156,156,26/02/2022,23:15:17,dlithic embodied prod syndrome via youtube anonymous nbcsnl enjoy portals yin lp couple years agopce,en,dlithic embodied prod syndrome via youtube anonymous nbcsnl enjoy portals yin lp couple years agopce,_
157,157,26/02/2022,23:14:34,stepped 😶 ukrainerussiaconflict,en,stepped 😶 ukrainerussiaconflict,_
158,158,26/02/2022,23:13:58,swiftban swiftsanctions russiaukraine eu worldpeace swift sanctions much financial nuke ruin fuel gas wheat gold prices shoot eu suffer also along developing countries,en,swiftban swiftsanctions russiaukraine eu worldpeace swift sanctions much financial nuke ruin fuel gas wheat gold prices shoot eu suffer also along developing countries,_
159,159,26/02/2022,23:13:56,kyivindependent ukrainianarmy standwithukriane zelenskyyua unsc global human organizations needs pay attention butchers humanity coming😢 save innocent people🗺️ bravoukraine 💙💛,en,kyivindependent ukrainianarmy standwithukriane zelenskyyua unsc global human organizations needs pay attention butchers humanity coming😢 save innocent people🗺️ bravoukraine 💙💛,_
